taxon_oid,NCBI Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,GOLD Analysis Project Type,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,IMG Release/Pipeline Version,IMG Submission ID,GOLD Analysis Project ID,GOLD Sequencing Project ID,GOLD Study ID,Add Date,Assembly Method,Comments,Has Coverage,Is Public,Public Release Date,Submission Type,Contact Email,Contact Name,NCBI Bioproject Accession,NCBI Biosample Accession,Sequencing Depth,Sequencing Method,Sequencing Quality,Sequencing Status.1,Sequencing Strategy,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Altitude In Meters,Depth In Meters,Elevation In Meters,Geographic Location,Habitat,Isolation,Isolation Country,Latitude,Longitude,Genome Size  * both,Gene Count  * both,Scaffold Count  * both,Bin Count  * both,EukCC Bin Count  * both,CRISPR Arrays  * both,GC Count  * both,GC  * both,Coding Base Count  * both,Coding Base Count %  * both,CDS Count  * both,CDS %  * both,RNA Count  * both,RNA % * both,rRNA Count  * both,5S rRNA Count  * both,16S rRNA Count  * both,18S rRNA Count  * both,23S rRNA Count  * both,28S rRNA Count  * both,tRNA Count  * both,Other RNA Count  * both,Unchar Count,Unchar %,w/ Func Pred Count  * both,w/ Func Pred %  * both,w/o function prediction * both,w/o function prediction % * both,Paralogs Count,Paralogs %,COG Count  * both,COG %  * both,KOG Count,KOG %,Pfam Count  * both,Pfam %  * both,TIGRfam Count  * both,TIGRfam %  * both,Enzyme Count  * both,Enzyme %  * both,KEGG Count  * both,KEGG %  * both,Not KEGG Count  * both,Not KEGG %  * both,KO Count  * both,KO %  * both,Not KO Count  * both,Not KO %  * both,MetaCyc Count  * both,MetaCyc %  * both,Not MetaCyc Count  * both,Not MetaCyc %  * both,Signal Peptide Count,Signal Peptide %,Transmembrane Count,Transmembrane %,Horizontally Transferred Count,Horizontally Transferred %,Paralog Group Count,COG Cluster Count  * both,KOG Cluster Count,Pfam Cluster Count  * both,TIGRfam Cluster Count  * both,SMC Biosynthetic Gene Cluster Count * both,Predicted Viruses,Predicted Plasmids,Estimated Number of Genomes * both,Estimated Average Genome Size * both,Estimated number of genomes - Marker genes average * both,Estimated number of genomes - Marker genes median * both,Estimated number of genomes - Marker genes mode * both,Standard deviation of marker gene counts * both,CheckM2 Completeness,CheckM2 Contamination,SRA ID,SRA Run,* Legacy EukCC Bin Count,Number of Filtered Reads  * assembled,Number of Mapped Reads  * assembled,% Assembled Reads  * assembled,Total Filtered Bases  * assembled,Total Mapped Bases  * assembled,Average Coverage of Assembled Sequences  * assembled,ST8_group,data_layer,data_layer_abbrev,sample_id_created_this_study,ST8_short_group,ST8_matrix_column,include_in_selected_ST8,core_comparison_group,matrix_column_all_KO,matrix_column_iron_KO,matrix_column_selected
3300031593,*Microbiome,Permanent Draft,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia","Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia - TDP2",DOE Joint Genome Institute  (JGI),3300031593,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Sediment,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",IMG Annotation Pipeline v.4.16.5,203079,Ga0315307,Gp0331164,Gs0131992,2018-11-16,SPAdes v. 3.12.0,,Yes,Yes,2019-01-23,Primary,rlsimister@gmail.com,Rachel Simister,PRJNA539342,SAMN11530000,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,,0.0,,Indonesia: South Sulawesi,sediment,Lake sediment,8763,-2.7726,121.4938,535834901,1102393,755814,0,0,162,259175634,48.37,534484977,99.75,1093217,99.17,9176,0.83,1644,200,528,0,915,1,7532,0,,,650518,59.01,442699,40.16,,,627615,56.93,,,567875,51.51,0,0,279722,25.37,279459,25.35,813758,73.82,433347,39.31,659870,59.86,186071,16.88,907146,82.29,,,,,,,,3539,,4514,0,0,93.0,0.0,0,0,155.35,68,0,134.75,,,SRX6422637,,0,64586206,45880785,71.04,9671443925,6870405723,12.82,Ferruginous lake/sediment group: Lake Towuti,Metagenomics,MGX,S11,Lake-Towuti,Lake-Towuti-MGX-S11-3300031593,True,Iron-rich comparison,Lake-Towuti-MGX-S11-3300031593,Lake-Towuti-MGX-S11-3300031593,Lake-Towuti-MGX-S11-3300031593
3300024333,*Microbiome,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Freshwater microbial communities from Lake Matano, South Sulawesi, Indonesia - Watercolumn_Matano_2014_110_MG",DOE Joint Genome Institute  (JGI),3300024333,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Unclassified,Methane metabolizing microbial communities from different methane-rich environments from various locations,IMG Annotation Pipeline v.4.16.1,182724,Ga0233422,Gp0272225,Gs0127566,2018-03-20,SPAdes v. 3.11.1,,Yes,Yes,2018-05-19,Primary,sean.crowe@ubc.ca,Sean Crowe,PRJNA468227,SAMN09201687,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Unclassified,,110.0,,Indonesia: South Sulawesi,freshwater,lake water,8763,-2.4667,121.2833,854344518,1993090,1520926,0,0,1235,427985315,50.1,852324606,99.76,1978259,99.26,14831,0.74,2547,279,788,22,1420,38,12284,0,,,1993090,100.0,-14831,-0.74,,,880873,44.2,,,847092,42.5,0,0,399221,20.03,407589,20.45,1570670,78.81,652237,32.72,1326022,66.53,249192,12.5,1729067,86.75,,,,,,,,4525,,7582,0,0,340.0,2.0,303,2819618,322.8,300,303,130.32,,,SRX4481743,,0,172249710,133974623,77.78,25114430291,19533828707,22.86,Ferruginous lake/sediment group: Lake Matano,Metagenomics,MGX,S12,Lake-Matano,Lake-Matano-MGX-S12-3300024333,True,Iron-rich comparison,Lake-Matano-MGX-S12-3300024333,Lake-Matano-MGX-S12-3300024333,Lake-Matano-MGX-S12-3300024333
3300030335,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site C75, Iron Mt, CA, USA - AMDC750608V1","University of California, Berkeley",3300030335,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.4.16.5,199770,Ga0188177,Gp0213849,Gs0129031,2018-10-14,Custom JGI assembly v. Nielsen et. al.,Updating visibility of taxon created using public NCBI SRA data from private to public -- IMGSUPP-3620,Yes,Yes,2022-02-23,Primary,,,PRJNA76185,SAMN00744466,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site C75,8855,40.67542,-122.53025,16951062,21294,4932,0,0,231,7606200,44.87,16890542,99.64,20852,97.92,442,2.08,34,10,10,0,14,0,408,0,,,12648,59.4,8204,38.53,,,12156,57.09,,,11881,55.8,0,0,4820,22.64,5018,23.57,15834,74.36,8115,38.11,12737,59.81,3055,14.35,17797,83.58,,,,,,,,2069,,2311,0,0,8.0,1.0,0,0,4.53,2,2,3.32,,,SRX103497,SRR359001,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S13,Richmond-AMD,Richmond-AMD-MGX-S13-3300030335,True,Iron-rich comparison,Richmond-AMD-MGX-S13-3300030335,Richmond-AMD-MGX-S13-3300030335,Richmond-AMD-MGX-S13-3300030335
3300055062,*Microbiome,Permanent Draft,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States","Metatranscriptome of lab enriched acid mine drainage microbial communities from Akron, Ohio, USA - PML1_14D (Metagenome Metatranscriptome)",DOE Joint Genome Institute  (JGI),3300055062,Metatranscriptome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States",IMG Annotation Pipeline v.v5.0.25.aws,274899,Ga0506625,Gp0595003,Gs0145645,2022-07-28,MEGAHIT v. 1.2.9,released based on JGI ITS,Yes,Yes,2022-07-28,Primary,shagun2260@gmail.com,Shagun sharma,PRJNA1340724,SAMN52639085,,Illumina NovaSeq S4,,Complete,Metatranscriptome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,225.0,"USA: Akron, Ohio",acid mine drainage,Incubations created from mixture of PM and Wingfield pines AMD under room temperature,8855,41.07755,-81.511441,28992971,48870,35186,0,0,10,16162896,55.75,28560438,98.51,47699,97.6,1171,2.4,692,50,61,48,254,279,479,0,,,30906,63.24,16793,34.36,,,28019,57.33,,,29467,60.3,8141,17,10028,20.52,15668,32.06,32031,65.54,23113,47.29,24586,50.31,6071,12.42,41628,85.18,,,,,,,,2893,,4334,1325,0,,,0,0,27.33,23,3,21.8,,,SRX31021836,,0,63117278,34212962,54.21,8521525357,4619125419,159.32,Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,MTX,S14,Akron-AMD,Akron-AMD-MTX-S14-3300055062,True,Iron-rich comparison,Akron-AMD-MTX-S14-3300055062,Akron-AMD-MTX-S14-3300055062,Akron-AMD-MTX-S14-3300055062
3300023310,*Microbiome,Permanent Draft,Hydrothermal Fe-rich Mat Reference Genomes,"Hydrothermal Fe-rich mat microbial community from Loihi Seamount, Hawaii, USA - 674-BM1-C3",University of Delaware,3300023310,Metagenome Analysis,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Hydrothermal Fe-rich Mat Reference Genomes,IMG Annotation Pipeline v.4.16.1,181125,Ga0256722,Gp0295814,Gs0133538,2018-02-23,metaSPAdes v. 3.10.0,Metagenomes associated with bioRxiv doi:10.1101/722066,Yes,Yes,2019-09-02,Primary,mcallis@uw.edu,Sean McAllister,,,,Illumina HiSeq 2500,Level 2: High-Quality Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,,1179.43,,"USA: Loihi Seamount, Hawaii",Hydrothermal Fe-rich mat,Pohaku (Marker #57),8855,18.901418,-155.258191,97362260,150198,74296,0,0,560,45501870,46.73,97176990,99.81,148712,99.01,1486,0.99,132,31,42,0,59,0,1354,0,,,150198,100.0,-1486,-0.99,,,85593,56.99,,,87395,58.19,0,0,35319,23.51,34606,23.04,114106,75.97,61200,40.75,87512,58.26,20913,13.92,127799,85.09,,,,,,,,3590,,4655,0,0,92.0,5.0,29,3357319,28.83,29,29,6.71,,,,,0,0,0,0.0,0,0,0.0,Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,MGX,S15,Hydrothermal-Fe-mats,Hydrothermal-Fe-mats-MGX-S15-3300023310,True,Outgroup,Hydrothermal-Fe-mats-MGX-S15-3300023310,Hydrothermal-Fe-mats-MGX-S15-3300023310,Hydrothermal-Fe-mats-MGX-S15-3300023310
3300031877,*Microbiome,Permanent Draft,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia","Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia - TDP9",DOE Joint Genome Institute  (JGI),3300031877,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Sediment,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",IMG Annotation Pipeline v.4.16.5,203631,Ga0315314,Gp0331171,Gs0131992,2018-11-30,SPAdes v. 3.12.0,,Yes,Yes,2019-01-29,Primary,rlsimister@gmail.com,Rachel Simister,PRJNA539347,SAMN11532410,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,,4.0,,Indonesia: South Sulawesi,sediment,Lake sediment,8763,-2.7726,121.4938,695729827,1281417,774811,0,0,632,350869622,50.43,694184099,99.78,1270944,99.18,10473,0.82,1571,216,513,0,837,5,8902,0,,,738071,57.6,532873,41.58,,,697497,54.43,,,657903,51.34,0,0,296722,23.16,298724,23.31,972220,75.87,468457,36.56,802487,62.62,196964,15.37,1073980,83.81,,,,,,,,3752,,5021,0,0,343.0,0.0,0,0,176.05,125,0,110.84,,,SRX6422719,,0,106380070,91178253,85.71,15945370553,13666761362,19.64,Ferruginous lake/sediment group: Lake Towuti,Metagenomics,MGX,S16,Lake-Towuti,Lake-Towuti-MGX-S16-3300031877,True,Iron-rich comparison,Lake-Towuti-MGX-S16-3300031877,Lake-Towuti-MGX-S16-3300031877,Lake-Towuti-MGX-S16-3300031877
2010484004,*Microbiome,Permanent Draft,"Acid Mine Drainage (AMD) microbial and viral communities from Richmond mine, Iron Mountain, CA","Acid Mine Drainage (ARMAN) microbial communities from Richmond mine, Iron Mountain, CA, sample from Ultra Back A BS v1","DOE Joint Genome Institute  (JGI), University of California, Berkeley",2010484004,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid Mine Drainage (AMD) microbial and viral communities from Richmond mine, Iron Mountain, CA",,173,Ga0026418,Gp0051182,Gs0053288,2008-05-30,,,No,Yes,2013-04-18,Reanalysis,"jbanfield@berkeley.edu, jbanfield@berkeley.edu; jill@eps.berkeley.edu","Jill Banfield, Jill Banfield; Banfield, Jillian F.",PRJNA337102,SAMN05518013,,Sanger,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,Iron Mountain California,Acid Mine Drainage (AMD),Acid mine drainage,8855,40.678099,-122.515068,20656958,25801,17295,0,0,54,8693054,42.08,20632812,99.88,25493,98.81,308,1.19,0,0,0,0,0,0,308,0,0.0,0.0,13988,54.21,11505,44.59,9972.0,38.65,14957,57.97,0.0,0.0,14108,54.68,0,0,4022,15.59,4252,16.48,21241,82.33,6623,25.67,18870,73.14,2932,11.36,22561,87.44,4599.0,17.82,4389.0,17.01,0.0,0.0,,2326,0.0,2453,1034,0,3.0,0.0,0,0,4.55,4,1,3.56,,,,,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S17,Richmond-AMD,Richmond-AMD-MGX-S17-2010484004,True,Iron-rich comparison,Richmond-AMD-MGX-S17-2010484004,Richmond-AMD-MGX-S17-2010484004,Richmond-AMD-MGX-S17-2010484004
3300008723,*Microbiome,Permanent Draft,"Acid mine drainage (AMD) microbial communities from Richmond mine in California, USA","Acid mine drainage (AMD) microbial communities of acidophilic biofilm from Richmond mine in California, USA - R1 GS05","University of California, Berkeley",3300008723,Metatranscriptome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage (AMD) microbial communities from Richmond mine in California, USA",IMG Annotation Pipeline v.4.10.2,83230,Ga0103814,Gp0126403,Gs0117981,2016-04-11,Custom JGI assembly v. Nielsen et. al.,IMGSUPP-1768,Yes,Yes,2018-11-01,Primary,,,PRJNA210320,SAMN02214182,,Illumina GAIIx,,Complete,Metatranscriptome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Richmond, California",Acid mine drainage,Acid mine drainage,8855,,,3974441,9855,7429,0,0,0,2272940,57.18892,3954485,99.5,9736,98.79,119,1.21,53,2,8,0,43,0,66,0,,,9855,100.0,-119,-1.21,,,4839,49.1,,,4542,46.09,0,0,2793,28.34,3082,31.27,6654,67.52,4650,47.18,5086,51.61,1837,18.64,7899,80.15,,,,,,,,1375,,1495,0,0,0.0,0.0,0,0,2.09,2,2,1.11,,,SRX317229,SRR943109,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,MTX,S18,Richmond-AMD,Richmond-AMD-MTX-S18-3300008723,True,Iron-rich comparison,Richmond-AMD-MTX-S18-3300008723,Richmond-AMD-MTX-S18-3300008723,Richmond-AMD-MTX-S18-3300008723
3300023442,*Microbiome,Permanent Draft,Hydrothermal Fe-rich Mat Reference Genomes,"Hydrothermal Fe-rich mat microbial community from Rainbow Site, Mid-Atlantic Ridge, Atlantic Ocean - 664-SC8",University of Delaware,3300023442,Metagenome Analysis,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Hydrothermal Fe-rich Mat Reference Genomes,IMG Annotation Pipeline v.4.16.1,181160,Ga0256751,Gp0295820,Gs0133538,2018-02-26,metaSPAdes v. 3.10.0,Metagenomes associated with bioRxiv doi:10.1101/722066,Yes,Yes,2019-09-02,Primary,mcallis@uw.edu,Sean McAllister,,,,Illumina HiSeq 2500,Level 2: High-Quality Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,,2294.86,,"International: Rainbow Site, Mid-Atlantic Ridge",Hydrothermal Fe-rich mat,Rainbow Site,8764,36.229322,-33.902767,389358363,609080,323421,0,0,364,203578191,52.29,388634244,99.81,604304,99.22,4776,0.78,673,117,214,5,327,10,4103,0,,,609080,100.0,-4776,-0.78,,,370919,60.9,,,370614,60.85,0,0,157477,25.85,164610,27.03,439694,72.19,271675,44.6,332629,54.61,98572,16.18,505732,83.03,,,,,,,,4274,,6409,0,0,366.0,7.0,120,3244653,126.09,121,120,34.13,,,,,0,0,0,0.0,0,0,0.0,Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,MGX,S19,Hydrothermal-Fe-mats,Hydrothermal-Fe-mats-MGX-S19-3300023442,True,Outgroup,Hydrothermal-Fe-mats-MGX-S19-3300023442,Hydrothermal-Fe-mats-MGX-S19-3300023442,Hydrothermal-Fe-mats-MGX-S19-3300023442
3300023313,*Microbiome,Permanent Draft,Hydrothermal Fe-rich Mat Reference Genomes,"Hydrothermal Fe-rich mat microbial community from Urashima Vent Field, Mariana Arc, Pacific Ocean - 801-BM1-B4",University of Delaware,3300023313,Metagenome Analysis,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Hydrothermal Fe-rich Mat Reference Genomes,IMG Annotation Pipeline v.4.16.1,181157,Ga0256748,Gp0295817,Gs0133538,2018-02-24,metaSPAdes v. 3.10.0,Metagenomes associated with bioRxiv doi:10.1101/722066,Yes,Yes,2019-09-02,Primary,mcallis@uw.edu,Sean McAllister,,,,Illumina HiSeq 2500,Level 2: High-Quality Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,,2929.9,,"International: Urashima Vent Field, Mariana Arc",Hydrothermal Fe-rich mat,Golden Horn Chimney,8764,12.92235,143.64925,224728852,372212,207598,0,0,225,98236963,43.71,224194900,99.76,368673,99.05,3539,0.95,575,122,194,9,236,14,2964,0,,,372212,100.0,-3539,-0.95,,,212362,57.05,,,210923,56.67,0,0,92850,24.95,97431,26.18,271242,72.87,162666,43.7,206007,55.35,56300,15.13,312373,83.92,,,,,,,,3936,,5478,0,0,257.0,18.0,67,3354161,81.78,80,67,20.22,,,,,0,0,0,0.0,0,0,0.0,Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,MGX,S20,Hydrothermal-Fe-mats,Hydrothermal-Fe-mats-MGX-S20-3300023313,True,Outgroup,Hydrothermal-Fe-mats-MGX-S20-3300023313,Hydrothermal-Fe-mats-MGX-S20-3300023313,Hydrothermal-Fe-mats-MGX-S20-3300023313
3300055061,*Microbiome,Permanent Draft,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States","Metatranscriptome of lab enriched acid mine drainage microbial communities from Akron, Ohio, USA - WFP1_0D (Metagenome Metatranscriptome)",DOE Joint Genome Institute  (JGI),3300055061,Metatranscriptome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States",IMG Annotation Pipeline v.v5.0.25.aws,274898,Ga0506624,Gp0595002,Gs0145645,2022-07-28,MEGAHIT v. 1.2.9,released based on JGI ITS,Yes,Yes,2022-07-28,Primary,shagun2260@gmail.com,Shagun sharma,PRJNA1342022,SAMN52639554,,Illumina NovaSeq S4,,Complete,Metatranscriptome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,225.0,"USA: Akron, Ohio",acid mine drainage,Incubations created from mixture of PM and Wingfield pines AMD under room temperature,8855,41.07755,-81.511441,5228452,9757,7615,0,0,1,2892052,55.31,5048022,96.55,9324,95.56,433,4.44,327,27,28,24,97,151,106,0,,,5022,51.47,4302,44.09,,,4802,49.22,,,4443,45.54,1027,11,1168,11.97,1998,20.48,7326,75.08,3220,33.0,6104,62.56,614,6.29,8710,89.27,,,,,,,,1433,,1453,374,0,,,0,0,4.27,3,0,4.63,,,SRX31021877,,0,36374558,13188785,36.26,4976244633,1804300153,345.09,Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,MTX,S21,Akron-AMD,Akron-AMD-MTX-S21-3300055061,True,Iron-rich comparison,Akron-AMD-MTX-S21-3300055061,Akron-AMD-MTX-S21-3300055061,Akron-AMD-MTX-S21-3300055061
3300008567,*Microbiome,Permanent Draft,"Acid mine drainage (AMD) microbial communities from Richmond mine in California, USA","Acid mine drainage (AMD) microbial communities of acidophilic biofilm from Richmond mine in California, USA - A-drift","University of California, Berkeley",3300008567,Metatranscriptome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage (AMD) microbial communities from Richmond mine in California, USA",IMG Annotation Pipeline v.4.10.2,83229,Ga0103816,Gp0126405,Gs0117981,2016-04-10,Custom JGI assembly v. Nielsen et. al.,IMGSUPP-1768,Yes,Yes,2018-11-01,Primary,,,PRJNA210320,SAMN02214184,,Illumina GAIIx,,Complete,Metatranscriptome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Richmond, California",Acid mine drainage,Acid mine drainage,8855,,,762324,2763,2626,0,0,0,397767,52.17821,699561,91.77,2553,92.4,210,7.6,205,3,36,8,142,16,5,0,,,2763,100.0,-210,-7.6,,,1107,40.07,,,961,34.78,0,0,546,19.76,748,27.07,1805,65.33,1038,37.57,1515,54.83,388,14.04,2165,78.36,,,,,,,,578,,585,0,0,2.0,0.0,0,0,0.76,0,0,1.0,,,SRX317224,SRR933584,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,MTX,S22,Richmond-AMD,Richmond-AMD-MTX-S22-3300008567,True,Iron-rich comparison,Richmond-AMD-MTX-S22-3300008567,Richmond-AMD-MTX-S22-3300008567,Richmond-AMD-MTX-S22-3300008567
3300055069,*Microbiome,Permanent Draft,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States","Metatranscriptome of lab enriched acid mine drainage microbial communities from Akron, Ohio, USA - WFP3_21D (Metagenome Metatranscriptome)",DOE Joint Genome Institute  (JGI),3300055069,Metatranscriptome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States",IMG Annotation Pipeline v.v5.0.25.aws,274906,Ga0504835,Gp0592528,Gs0145645,2022-07-28,MEGAHIT v. 1.2.9,released based on JGI ITS,Yes,Yes,2022-07-28,Primary,shagun2260@gmail.com,Shagun sharma,PRJNA1341174,SAMN52640441,,Illumina NovaSeq S4,,Complete,Metatranscriptome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,225.0,"USA: Akron, Ohio",acid mine drainage,Incubations created from mixture of PM and Wingfield pines AMD under room temperature,8855,41.07755,-81.511441,22155081,34560,28203,0,0,9,11343070,51.2,21590099,97.45,33150,95.92,1410,4.08,1013,78,83,70,384,398,397,0,,,16188,46.84,16962,49.08,,,13762,39.82,,,16472,47.66,3627,10,4443,12.86,7179,20.77,25971,75.15,10829,31.33,22321,64.59,2483,7.18,30667,88.74,,,,,,,,2198,,3532,811,0,,,0,0,10.86,7,0,10.84,,,SRX31021876,,0,52003286,29589257,56.9,7411922481,4217296559,190.35,Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,MTX,S23,Akron-AMD,Akron-AMD-MTX-S23-3300055069,True,Iron-rich comparison,Akron-AMD-MTX-S23-3300055069,Akron-AMD-MTX-S23-3300055069,Akron-AMD-MTX-S23-3300055069
3300036046,*Microbiome,Permanent Draft,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia","Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia - Balambano_FR1_MetaG (v2) (version 2)",DOE Joint Genome Institute  (JGI),3300036046,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Sediment,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",IMG Annotation Pipeline v.5.0.3,218012,Ga0310692,Gp0256634,Gs0131992,2019-11-13,metaspades v. 3.13.0,,Yes,Yes,2020-01-12,Reanalysis,rlsimister@gmail.com,Rachel Simister,PRJNA439834,SAMN08769315,,"Illumina NovaSeq, Illumina HiSeq 2500-1TB",Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,,0.0,0.0,Indonesia: South Sulawesi,Freshwater sediment,lake sediment,8763,-2.651,121.2318,1424419752,2780102,1903412,0,0,2507,873472993,61.32,1421498385,99.79,2760891,99.31,19211,0.69,3539,550,1122,55,1710,102,15672,0,,,1632419,58.72,1128472,40.59,,,1591069,57.23,,,1429137,51.41,277003,10,583552,20.99,611028,21.98,2149863,77.33,1008613,36.28,1752278,63.03,369013,13.27,2391878,86.04,,,,,,,,4629,,8677,3432,0,367.0,88.0,320,4451311,363.27,345,320,97.3,,,"SRX4020276, SRX5645274",,0,0,0,0.0,0,0,0.0,Ferruginous lake/sediment group: Lake Towuti,Metagenomics,MGX,S24,Lake-Towuti,Lake-Towuti-MGX-S24-3300036046,True,Iron-rich comparison,Lake-Towuti-MGX-S24-3300036046,Lake-Towuti-MGX-S24-3300036046,Lake-Towuti-MGX-S24-3300036046
3300038471,*Microbiome,Permanent Draft,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States","Lab enriched acid mine drainage microbial communities from Akron, Ohio, USA - WFPL1_0D",DOE Joint Genome Institute  (JGI),3300038471,Metagenome Analysis,Engineered,Wastewater,Industrial wastewater,Acid mine drainage,Unclassified,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States",IMG Annotation Pipeline v.5.0.14,230341,Ga0437628,Gp0480592,Gs0145645,2020-03-31,metaspades v. 3.13.0,,Yes,Yes,2020-05-30,Primary,shagun2260@gmail.com,Shagun sharma,PRJNA650771,SAMN15720040,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Wastewater,Acid mine drainage,Industrial wastewater,Unclassified,,,225.0,"USA: Akron, Ohio",acid mine drainage,Incubations of mixture of VSG and Wingfield pines AMD under room temperature,8855,41.0775,-81.5114,1334001539,3810603,3303719,0,0,207,857466467,64.28,1331743155,99.83,3795798,99.61,14805,0.39,3727,264,1199,37,2178,49,11078,0,,,2321827,60.93,1473971,38.68,,,2191562,57.51,,,1831419,48.06,222727,6,847526,22.24,857944,22.51,2937854,77.1,1389139,36.45,2406659,63.16,538710,14.14,3257088,85.47,,,,,,,,4600,,6660,2695,0,35.0,0.0,375,3557337,423.35,396,375,151.2,,,SRX9404293,,0,198475698,64134898,32.31,29740098866,9610134774,7.2,Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,MGX,S25,Akron-AMD,Akron-AMD-MGX-S25-3300038471,True,Iron-rich comparison,Akron-AMD-MGX-S25-3300038471,Akron-AMD-MGX-S25-3300038471,Akron-AMD-MGX-S25-3300038471
