Module,Ga0540489,Ga0541010,Ga0541011,Ga0541012,Ga0541013,Ga0541014,Ga0541015,Ga0541016,Ga0541017,Ga0541018,Ga0541019,Ga0541020,Ga0541021,Ga0541022,Ga0541023,Ga0541024,Ga0541025,Ga0541026,Ga0541027,Ga0541028
"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",INCOMPLETE,INCOMPLETE,INCOMPLETE,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",1 BLOCK MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,1 BLOCK MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00039 | Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00040 | Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine",COMPLETE,INCOMPLETE,INCOMPLETE,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,2 BLOCKS MISSING,INCOMPLETE,COMPLETE,1 BLOCK MISSING,INCOMPLETE,COMPLETE,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00042 | Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline",INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00043 | Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine",1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING
"M00044 | Tyrosine degradation, tyrosine => homogentisate",1 BLOCK MISSING,INCOMPLETE,INCOMPLETE,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,1 BLOCK MISSING,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00045 | Histidine degradation, histidine => N-formiminoglutamate => glutamate",COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,COMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00046 | Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",COMPLETE,INCOMPLETE,INCOMPLETE,1 BLOCK MISSING,INCOMPLETE,INCOMPLETE,2 BLOCKS MISSING,INCOMPLETE,COMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,2 BLOCKS MISSING,1 BLOCK MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
M00047 | Creatine pathway,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,1 BLOCK MISSING,INCOMPLETE,2 BLOCKS MISSING,2 BLOCKS MISSING,INCOMPLETE,2 BLOCKS MISSING,INCOMPLETE,2 BLOCKS MISSING,2 BLOCKS MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00048 | Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,COMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00049 | Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,COMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00050 | Guanine ribonucleotide biosynthesis IMP => GDP,GTP",COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,COMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00051 | Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,COMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00052 | Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,COMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00053 | Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,COMPLETE,1 BLOCK MISSING,INCOMPLETE,COMPLETE,COMPLETE,2 BLOCKS MISSING,COMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
M00055 | N-glycan precursor biosynthesis,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00056 | O-glycan biosynthesis, mucin type core",INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00057 | Glycosaminoglycan biosynthesis, linkage tetrasaccharide",INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00058 | Glycosaminoglycan biosynthesis, chondroitin sulfate backbone",2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,1 BLOCK MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING
"M00059 | Glycosaminoglycan biosynthesis, heparan sulfate backbone",INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00060 | KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type",1 BLOCK MISSING,INCOMPLETE,INCOMPLETE,1 BLOCK MISSING,INCOMPLETE,INCOMPLETE,1 BLOCK MISSING,INCOMPLETE,1 BLOCK MISSING,2 BLOCKS MISSING,INCOMPLETE,1 BLOCK MISSING,1 BLOCK MISSING,INCOMPLETE,1 BLOCK MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00061 | D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P",1 BLOCK MISSING,INCOMPLETE,INCOMPLETE,1 BLOCK MISSING,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,1 BLOCK MISSING,1 BLOCK MISSING,INCOMPLETE,1 BLOCK MISSING,COMPLETE,1 BLOCK MISSING,1 BLOCK MISSING,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
M00063 | CMP-KDO biosynthesis,COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,INCOMPLETE,COMPLETE,COMPLETE,COMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
M00064 | ADP-L-glycero-D-manno-heptose biosynthesis,COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,INCOMPLETE,COMPLETE,INCOMPLETE,COMPLETE,1 BLOCK MISSING,INCOMPLETE,1 BLOCK MISSING,COMPLETE,1 BLOCK MISSING,COMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
"M00065 | GPI-anchor biosynthesis, core oligosaccharide",INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE,INCOMPLETE
M00066 | Lactosylceramide biosynthesis,COMPLETE,2 BLOCKS MISSING,2 BLOCKS MISSING,1 BLOCK MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,1 BLOCK MISSING,2 BLOCKS MISSING,1 BLOCK MISSING,1 BLOCK MISSING,2 BLOCKS MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,1 BLOCK MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING,2 BLOCKS MISSING
