display_group,taxon,count_or_abundance,relative_abundance_percent,taxonomy_level,layer_filter,top_n,colour_hex,script,input_table
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Gemmatimonadota:Gemmatimonadetes:Gemmatimonadales:Gemmatimonadaceae,752,1.1520843227674538,Family,Metatranscriptomics,25,#A726DE,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Nitrospirota:Nitrospiria:Nitrospirales:Nitrospiraceae,524,0.8027821610773214,Family,Metatranscriptomics,25,#B313A4,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Alphaproteobacteria:Acetobacterales:Acetobacteraceae,2951,4.521011750647282,Family,Metatranscriptomics,25,#AA9C15,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales:Beijerinckiaceae,1318,2.019211618892957,Family,Metatranscriptomics,25,#A848EB,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales:Xanthobacteraceae,3556,5.447888100746097,Family,Metatranscriptomics,25,#F2B818,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Burkholderiaceae,4949,7.582001746510808,Family,Metatranscriptomics,25,#EFB854,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Ferrovaceae,3670,5.622539181591163,Family,Metatranscriptomics,25,#C33720,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Gallionellaceae,1725,2.6427466180503423,Family,Metatranscriptomics,25,#2AE2DE,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Methylophilaceae,1200,1.8384324299480643,Family,Metatranscriptomics,25,#A8BA0D,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Nitrosomonadaceae,453,0.6940082423053943,Family,Metatranscriptomics,25,#DDEC5D,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Rhodocyclaceae,1187,1.818516078623627,Family,Metatranscriptomics,25,#E42E1E,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Xanthomonadales:Rhodanobacteraceae,5026,7.699967827432476,Family,Metatranscriptomics,25,#A70720,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Verrucomicrobiota:Verrucomicrobiae:Limisphaerales:Pedosphaeraceae,358,0.5484656749345058,Family,Metatranscriptomics,25,#7F35F7,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Verrucomicrobiota:Verrucomicrobiae:Opitutales:Opitutaceae,35,0.05362094587348521,Family,Metatranscriptomics,25,#D15AF7,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Other taxa,19895,30.47967766151395,Family,Metatranscriptomics,25,#D4A373,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Acidobacteriota:Terriglobia:Bryobacterales:Bryobacteraceae,159,0.8039235514207704,Family,Metatranscriptomics,25,#63B612,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Acidobacteriota:Vicinamibacteria:Vicinamibacterales:Vicinamibacteraceae,83,0.41965820608757204,Family,Metatranscriptomics,25,#3BA1EB,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Bacteroidota:Bacteroidia:Chitinophagales:Chitinophagaceae,1501,7.58924057033067,Family,Metatranscriptomics,25,#DD7E22,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Bacteroidota:Bacteroidia:Cytophagales:Hymenobacteraceae,46,0.2325816563858833,Family,Metatranscriptomics,25,#95E22F,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Gemmatimonadota:Gemmatimonadetes:Gemmatimonadales:Gemmatimonadaceae,402,2.032561431894024,Family,Metatranscriptomics,25,#A726DE,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Nitrospirota:Nitrospiria:Nitrospirales:Nitrospiraceae,996,5.035898473050865,Family,Metatranscriptomics,25,#B313A4,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Alphaproteobacteria:Acetobacterales:Acetobacteraceae,220,1.1123470522803114,Family,Metatranscriptomics,25,#AA9C15,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales:Beijerinckiaceae,129,0.6522398624734553,Family,Metatranscriptomics,25,#A848EB,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales:Xanthobacteraceae,194,0.9808878551926383,Family,Metatranscriptomics,25,#F2B818,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Burkholderiaceae,4161,21.038527656992617,Family,Metatranscriptomics,25,#EFB854,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Methylophilaceae,447,2.260086965314996,Family,Metatranscriptomics,25,#A8BA0D,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Nitrosomonadaceae,675,3.412883001314592,Family,Metatranscriptomics,25,#DDEC5D,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Rhodocyclaceae,153,0.7735868136313075,Family,Metatranscriptomics,25,#E42E1E,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Verrucomicrobiota:Verrucomicrobiae:Limisphaerales:Pedosphaeraceae,1781,9.004955000505612,Family,Metatranscriptomics,25,#7F35F7,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Verrucomicrobiota:Verrucomicrobiae:Opitutales:Opitutaceae,1130,5.713418950348872,Family,Metatranscriptomics,25,#D15AF7,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Other taxa,7701,38.93720295277581,Family,Metatranscriptomics,25,#D4A373,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Acidobacteriota:Terriglobia:Bryobacterales:Bryobacteraceae,2,0.04182350480970305,Family,Metatranscriptomics,25,#63B612,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Acidobacteriota:Terriglobia:Terriglobales:Acidobacteriaceae,5,0.10455876202425764,Family,Metatranscriptomics,25,#DD1751,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Actinomycetota:Acidimicrobiia:Acidimicrobiales:Acidimicrobiaceae,76,1.589293182768716,Family,Metatranscriptomics,25,#B3D869,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Actinomycetota:Actinomycetes:Actinomycetales:Dermatophilaceae,2,0.04182350480970305,Family,Metatranscriptomics,25,#D11D5B,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Bacteroidota:Bacteroidia:Chitinophagales:Chitinophagaceae,1,0.020911752404851526,Family,Metatranscriptomics,25,#DD7E22,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Bacteroidota:Bacteroidia:Cytophagales:Hymenobacteraceae,2,0.04182350480970305,Family,Metatranscriptomics,25,#95E22F,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Chloroflexota:Ktedonobacteria:Ktedonobacterales:Ktedonobacteraceae,2,0.04182350480970305,Family,Metatranscriptomics,25,#9E1463,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Nitrospirota:Nitrospiria:Nitrospirales:Nitrospiraceae,1,0.020911752404851526,Family,Metatranscriptomics,25,#B313A4,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Nitrospirota_A:Leptospirillia:Leptospirillales:Leptospirillaceae,3585,74.96863237139272,Family,Metatranscriptomics,25,#1FF74E,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Alphaproteobacteria:Acetobacterales:Acetobacteraceae,5,0.10455876202425764,Family,Metatranscriptomics,25,#AA9C15,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales:Beijerinckiaceae,4,0.0836470096194061,Family,Metatranscriptomics,25,#A848EB,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales:Xanthobacteraceae,6,0.12547051442910914,Family,Metatranscriptomics,25,#F2B818,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Burkholderiaceae,96,2.0075282308657463,Family,Metatranscriptomics,25,#EFB854,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Gallionellaceae,2,0.04182350480970305,Family,Metatranscriptomics,25,#2AE2DE,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Methylophilaceae,2,0.04182350480970305,Family,Metatranscriptomics,25,#A8BA0D,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Nitrosomonadaceae,7,0.1463822668339607,Family,Metatranscriptomics,25,#DDEC5D,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales:Rhodocyclaceae,25,0.5227938101212881,Family,Metatranscriptomics,25,#E42E1E,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Xanthomonadales:Rhodanobacteraceae,7,0.1463822668339607,Family,Metatranscriptomics,25,#A70720,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Other taxa,952,19.907988289418654,Family,Metatranscriptomics,25,#D4A373,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
