display_group,taxon,count_or_abundance,relative_abundance_percent,taxonomy_level,layer_filter,top_n,colour_hex,script,input_table
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Chloroflexota:Chloroflexia:Chloroflexales,2047,1.379426530543482,Order,Metatranscriptomics,25,#F619A2,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Chloroflexota:Ktedonobacteria:Ktedonobacterales,7462,5.028471309680245,Order,Metatranscriptomics,25,#ABF747,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Nitrospirota:Nitrospiria:Nitrospirales,1042,0.7021799925873513,Order,Metatranscriptomics,25,#7F18A0,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Alphaproteobacteria:Acetobacterales,4310,2.9044105259611173,Order,Metatranscriptomics,25,#F0101A,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales,16214,10.926244145692241,Order,Metatranscriptomics,25,#D2F356,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales,27248,18.361804643013578,Order,Metatranscriptomics,25,#87C91B,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Pseudomonadales,1577,1.0627042690117592,Order,Metatranscriptomics,25,#1BF738,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Xanthomonadales,15111,10.182957646820984,Order,Metatranscriptomics,25,#D03A37,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Verrucomicrobiota:Verrucomicrobiae:Limisphaerales,632,0.4258903601873379,Order,Metatranscriptomics,25,#947BDA,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Bacteria:Verrucomicrobiota:Verrucomicrobiae:Opitutales,304,0.20485865426732708,Order,Metatranscriptomics,25,#14F50F,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Other taxa,24922,16.79436638700765,Order,Metatranscriptomics,25,#D4A373,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Archaea:Thermoproteota:Nitrososphaeria:Nitrososphaerales,582,1.3923111887275423,Order,Metatranscriptomics,25,#E78313,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Acidobacteriota:Terriglobia:Bryobacterales,265,0.6339561254515442,Order,Metatranscriptomics,25,#67F0C4,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Acidobacteriota:Terriglobia:Terriglobales,138,0.33013564268797396,Order,Metatranscriptomics,25,#49E319,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Acidobacteriota:Vicinamibacteria:Vicinamibacterales,136,0.3253510681562642,Order,Metatranscriptomics,25,#165DC4,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Actinomycetota:Acidimicrobiia:Acidimicrobiales,437,1.0454295351785843,Order,Metatranscriptomics,25,#D58428,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Actinomycetota:Actinomycetes:Actinomycetales,373,0.8923231501638716,Order,Metatranscriptomics,25,#DC628E,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Actinomycetota:Actinomycetes:Mycobacteriales,406,0.9712686299370829,Order,Metatranscriptomics,25,#F311C5,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Actinomycetota:Actinomycetes:Propionibacteriales,124,0.2966436209660056,Order,Metatranscriptomics,25,#719C29,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Actinomycetota:Actinomycetes:Streptomycetales,273,0.6530944235783833,Order,Metatranscriptomics,25,#B42F84,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Actinomycetota:Actinomycetes:Streptosporangiales,120,0.28707447190258606,Order,Metatranscriptomics,25,#381DF3,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Bacteroidota:Bacteroidia:Chitinophagales,2437,5.830004066888352,Order,Metatranscriptomics,25,#2FEDB1,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Bacteroidota:Bacteroidia:Cytophagales,931,2.227219444510897,Order,Metatranscriptomics,25,#45C9E2,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales,2616,6.258223487476376,Order,Metatranscriptomics,25,#14AF95,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Chloroflexota:Chloroflexia:Chloroflexales,345,0.8253391067199349,Order,Metatranscriptomics,25,#F619A2,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Nitrospirota:Nitrospiria:Nitrospirales,1349,3.2271955216382384,Order,Metatranscriptomics,25,#7F18A0,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Alphaproteobacteria:Acetobacterales,358,0.8564388411760484,Order,Metatranscriptomics,25,#F0101A,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales,1261,3.0166742422430084,Order,Metatranscriptomics,25,#D2F356,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales,10960,26.219468433769528,Order,Metatranscriptomics,25,#87C91B,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Gammaproteobacteria:Pseudomonadales,1284,3.0716968493576706,Order,Metatranscriptomics,25,#1BF738,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Pseudomonadota:Gammaproteobacteria:Xanthomonadales,171,0.40908112246118516,Order,Metatranscriptomics,25,#D03A37,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Verrucomicrobiota:Verrucomicrobiae:Limisphaerales,2534,6.062055931676276,Order,Metatranscriptomics,25,#947BDA,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Bacteria:Verrucomicrobiota:Verrucomicrobiae:Opitutales,2616,6.258223487476376,Order,Metatranscriptomics,25,#14F50F,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Ferruginous lake/sediment group: Lake Superior,Other taxa,12085,28.91079160785627,Order,Metatranscriptomics,25,#D4A373,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Archaea:Thermoproteota:Nitrososphaeria:Nitrososphaerales,4,0.020551816266762574,Order,Metatranscriptomics,25,#E78313,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Acidobacteriota:Terriglobia:Bryobacterales,4,0.020551816266762574,Order,Metatranscriptomics,25,#67F0C4,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Acidobacteriota:Terriglobia:Terriglobales,11,0.05651749473359709,Order,Metatranscriptomics,25,#49E319,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Actinomycetota:Acidimicrobiia:Acidimicrobiales,141,0.7244515234033808,Order,Metatranscriptomics,25,#D58428,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Actinomycetota:Actinomycetes:Actinomycetales,29,0.14900066793402866,Order,Metatranscriptomics,25,#DC628E,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Actinomycetota:Actinomycetes:Mycobacteriales,62,0.31855315213481994,Order,Metatranscriptomics,25,#F311C5,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Actinomycetota:Actinomycetes:Propionibacteriales,29,0.14900066793402866,Order,Metatranscriptomics,25,#719C29,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Actinomycetota:Actinomycetes:Streptomycetales,28,0.14386271386733804,Order,Metatranscriptomics,25,#B42F84,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Actinomycetota:Actinomycetes:Streptosporangiales,4,0.020551816266762574,Order,Metatranscriptomics,25,#381DF3,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Actinomycetota:Thermoleophilia:Solirubrobacterales,4,0.020551816266762574,Order,Metatranscriptomics,25,#7996DF,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Bacteroidota:Bacteroidia:Chitinophagales,6,0.03082772440014386,Order,Metatranscriptomics,25,#2FEDB1,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Bacteroidota:Bacteroidia:Cytophagales,20,0.10275908133381287,Order,Metatranscriptomics,25,#45C9E2,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales,6,0.03082772440014386,Order,Metatranscriptomics,25,#14AF95,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Chloroflexota:Chloroflexia:Chloroflexales,3,0.01541386220007193,Order,Metatranscriptomics,25,#F619A2,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Nitrospirota:Nitrospiria:Nitrospirales,3,0.01541386220007193,Order,Metatranscriptomics,25,#7F18A0,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Nitrospirota_A:Leptospirillia:Leptospirillales,16409,84.30868828032678,Order,Metatranscriptomics,25,#D66A5F,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Alphaproteobacteria:Acetobacterales,16,0.0822072650670503,Order,Metatranscriptomics,25,#F0101A,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales,95,0.48810563633561116,Order,Metatranscriptomics,25,#D2F356,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales,539,2.7693572419462567,Order,Metatranscriptomics,25,#87C91B,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Pseudomonadales,104,0.5343472229358269,Order,Metatranscriptomics,25,#1BF738,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Bacteria:Pseudomonadota:Gammaproteobacteria:Xanthomonadales,61,0.3134151980681293,Order,Metatranscriptomics,25,#D03A37,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Other taxa,1885,9.685043415711863,Order,Metatranscriptomics,25,#D4A373,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
